para,is_subjective
5188,"the acting is uniformly excellent , with kyra sedgwick and fairuza balk in particular deserving to be singled out for praise",1
5189,"who needs mind-bending drugs when they can see this , the final part of the 'qatsi' trilogy , directed by godfrey reggio , with music by philip glass ?",1
5190,'rare birds' tries to force its quirkiness upon the audience,1
5191,"a baffling misfire , and possibly the weakest movie [woody allen] has made in the last twenty years",1
5192,it all drags on so interminably it's like watching a miserable relationship unfold in real time,1
5193,"reminiscent of david mamet's elaborate screen bluffs -- only livelier , more playful",1
5194,"the cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing",1
5195,"if you love motown music , you'll love this documentary",1
5196,provides a very moving and revelatory footnote to the holocaust,1
5197,"stephen rea , aidan quinn , and alan bates play desmond's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis",1
5198,the verdict : two bodies and hardly a laugh between them,1
5199,"minority report is exactly what the title indicates , a report",1
5200,[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion,1
5201,"inside the film's conflict-powered plot there is a decent moral trying to get out , but it's not that , it's the tension that keeps you in your seat affleck and jackson are good sparring partners",1
5202,"the movie is a desperate miscalculation it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time",1
5203,"the most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from portugal",1
5204,one hour photo offers a very interesting snapshot of some decidedly modern pathologies -- suburban alienation and the illusions generated by the advent of the photographic image,1
5205,"it showcases carvey's talent for voices , but not nearly enough and not without taxing every drop of one's patience to get to the good stuff",1
5206,it is best appreciated as an immersion in a three-dimensional toyland outfitted with enough whimsical gadgetry to fill a thousand playrooms,1
5207,"children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted",1
5208,the problem isn't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of schwarzenegger outrunning a fireball,1
5209,nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises,1
5210,"the film's sense of imagery gives it a terrible strength , but it's propelled by the acting",1
5211,"focuses on joan's raging hormones and sledgehammers the audience with spanish inquisitions about her "" madness "" so much that i became mad that i wasted 123 minutes and $9 50 on this 21st century torture device",1
5212,"a chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody",1
5213,the title helpfully offers the most succinct review of it you'll read anywhere,1
5214,"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking",1
5215,"a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism",1
